RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5539,37205484,Johnson,653,USA,Male,45,11,77281.56,2,1,1,103449.37,0
5540,92322831,James,370,UK,Female,54,10,67995.79,3,1,0,164675.09,0
5541,87468612,Garcia,712,Italy,Female,47,2,27850.28,5,0,0,83110.66,0
5542,33985603,Alvarez,360,Brazil,Female,71,10,133316.27,5,1,1,45260.59,1
5543,67223828,Scott,751,Canada,Male,38,3,86441.74,5,0,1,182837.71,0
5544,47416039,Young,692,UK,Female,66,8,277527.17,3,1,0,42540.96,0
5545,21917042,Hall,828,Italy,Male,37,12,121172.92,2,0,0,237757.29,0
5546,30901606,Adams,604,Australia,Female,39,14,262984.98,2,1,0,160365.64,0
5547,79765086,Evans,490,Australia,Female,53,7,92019.62,3,1,0,194635.68,1
5548,58189133,Rodriguez,377,USA,Male,53,10,249447.18,2,1,0,208706.02,0
5549,53070149,Howard,857,USA,Female,38,7,136354.37,3,0,0,166107.69,1
5550,57375247,Gray,824,UK,Female,41,15,9707.46,2,1,1,179969.43,0
5551,47821420,Howard,600,Brazil,Female,38,14,146086.03,1,0,1,200731.82,0
5552,20176828,Carter,316,Canada,Male,24,0,68030.46,1,1,0,121711.56,0
5553,15459501,Johnson,873,Australia,Male,25,4,92232.65,2,1,0,15647.32,0
5554,51129759,Gutierrez,733,UK,Male,39,15,205307.22,5,0,0,242242.19,1
5555,14013582,Hernandez,342,UK,Female,39,5,158851.4,1,1,1,72039.64,1
5556,12872875,Roberts,367,Brazil,Female,47,13,266583.75,4,0,1,50177.02,0
5557,87327760,Wright,679,UK,Female,51,13,280786.4,3,1,0,231015.05,1
5558,91683112,Anderson,511,USA,Male,46,14,207287.21,4,1,1,142190.8,0
5559,62173294,Howard,502,Brazil,Male,78,8,259060.62,2,1,0,79780.12,1
5560,34747780,Walker,408,Australia,Male,27,13,58522.32,2,0,1,233964.81,0
5561,51592940,Alvarez,583,USA,Female,22,9,23782.34,5,0,1,216010.31,1
5562,92743066,Morris,524,USA,Male,66,9,99890.73,1,0,1,122115.77,1
5563,95482326,Ramirez,417,Brazil,Male,74,5,97714.89,1,1,1,239702.91,1
5564,53762279,Myers,639,Brazil,Female,56,14,199527.76,4,0,0,36907.11,0
5565,40071551,Harris,580,UK,Male,51,12,252107.93,1,1,0,235337.86,0
5566,85303117,Wood,790,Italy,Female,55,0,89064.7,2,0,0,123185.75,0
5567,79578794,Alvarez,318,Italy,Female,27,0,127431.9,5,0,0,123437.08,0
5568,10131936,Harris,474,Italy,Male,26,13,31486.61,3,1,0,121530.47,1
5569,68557684,Howard,768,UK,Male,77,11,123822.28,4,0,0,116167.53,0
5570,53922786,Chavez,441,Canada,Female,49,6,64322.61,4,0,1,141283.91,0
5571,65173904,Alvarez,762,Australia,Male,22,2,114736.61,3,1,0,248862.63,0
5572,29247186,Smith,597,UK,Female,52,6,79904.18,2,1,1,18402.73,0
5573,65394229,Collins,769,UK,Male,28,4,242618.86,4,1,1,132516.42,0
5574,48866902,Morgan,672,USA,Male,59,0,1218.81,1,1,1,81652.95,0
5575,21924255,Kelly,767,Italy,Female,33,10,101612.48,1,0,1,55296.19,0
5576,41785895,Adams,737,Brazil,Female,44,13,290770.69,1,0,1,232397.14,0
5577,93341196,King,742,UK,Male,37,7,203697.81,5,1,1,105354.16,1
5578,96464762,Jimenez,755,Canada,Male,68,12,231650.17,3,1,1,143403.38,0
5579,57701715,Rogers,547,Australia,Female,18,8,257962.13,2,1,1,233638.69,1
5580,23936930,Moore,441,Canada,Male,43,5,108553.23,1,0,1,127660.73,0
5581,72110920,Kim,701,UK,Male,79,1,19783.39,1,1,1,82726.31,0
5582,85689368,Jones,521,UK,Male,28,8,123206.99,5,0,0,37744.74,0
5583,48837854,Martin,483,USA,Female,78,1,195811.93,1,1,0,155616.04,0
5584,31384981,Rogers,663,Canada,Male,32,5,111237.47,5,0,1,229224.45,1
5585,53026369,Howard,487,USA,Male,56,9,134493.75,3,1,1,33979.07,0
5586,67489324,Morris,412,Brazil,Male,57,3,247651.2,4,0,1,119791.73,0
5587,96266692,Sanders,480,Canada,Female,65,15,10871.14,1,1,0,171187.87,0
5588,68954235,Myers,498,Italy,Female,35,15,100416.31,1,0,1,38667.14,0
5589,39969114,Young,369,Brazil,Male,41,13,146523.91,3,1,0,33497.95,1
5590,73993927,Edwards,897,Italy,Female,45,5,89756.11,4,1,1,63056.58,0
5591,15219574,Roberts,784,Canada,Female,42,3,133748.8,5,0,1,45858.42,1
5592,58521856,Nguyen,698,USA,Male,40,15,120529.3,4,0,1,103787.91,1
5593,20387155,Diaz,850,Italy,Male,28,10,277172.68,1,0,1,111393.99,1
5594,65901099,Ramirez,309,UK,Female,50,12,147936.76,3,0,1,121395.32,0
5595,22433238,Kelly,302,Australia,Male,33,15,142896.59,2,0,0,130413.36,0
5596,89622751,Bennett,777,USA,Male,53,2,76346.43,3,0,0,28689.13,1
5597,98677962,Watson,366,Brazil,Male,40,14,13896.85,5,1,1,170796.87,1
5598,83971622,Perez,396,Brazil,Male,23,11,89843.43,5,1,0,187423.49,0
5599,89826926,Nelson,830,Canada,Female,60,10,8162.45,1,0,0,47249.54,0
5600,44550325,Chavez,617,Brazil,Female,79,7,248032.27,3,0,1,68337.41,1
5601,38362071,Watson,397,Australia,Male,41,12,61286.3,2,1,1,80932.56,0
5602,12670492,Mendoza,356,Australia,Male,55,4,273358.06,3,0,1,112804.06,0
5603,24223887,Scott,406,UK,Female,59,0,265750.81,5,1,1,109367.32,1
5604,80086163,Myers,387,Brazil,Male,23,7,199408.76,3,1,0,63332.49,0
5605,96820397,Phillips,670,USA,Male,27,2,258763.1,1,1,1,32265.41,0
5606,42329598,Scott,674,Australia,Male,39,3,263374.51,5,0,1,83259.37,1
5607,72023737,Ramirez,351,USA,Female,40,8,232903.91,3,1,0,198115.58,0
5608,43119668,Cox,340,UK,Male,22,2,152378.38,3,0,1,28712.19,0
5609,34928384,Edwards,390,Canada,Male,45,13,285013.94,1,0,0,101046.81,0
5610,97126721,Scott,338,Australia,Male,76,4,245322.32,1,0,1,60304.46,0
5611,79824412,Cooper,312,Australia,Male,26,11,38095.5,3,1,0,182440.2,0
5612,77887955,Rodriguez,403,Australia,Male,56,15,125972.49,2,1,1,92889.78,0
5613,21765788,Lee,342,Brazil,Female,66,7,161907.36,5,1,1,108360.34,0
5614,40725231,Murphy,508,USA,Male,76,5,158824.35,3,0,1,230518.8,0
5615,45261362,Ramos,899,Australia,Female,61,2,113860.44,1,1,1,158631.4,1
5616,99853600,Stewart,775,USA,Female,45,15,159492.08,5,1,1,208597.93,1
5617,41766658,Sanders,408,Brazil,Male,79,15,27897.61,1,1,0,175954.15,0
5618,94850875,Patel,858,Italy,Male,42,7,196569.73,5,1,1,240601.01,0
5619,24284450,Flores,513,Italy,Male,60,12,149322.66,3,1,0,149318.69,0
5620,54526276,Parker,708,USA,Male,55,4,236295.89,4,0,1,73731.62,0
5621,78687322,Brown,852,Brazil,Male,44,5,208016.31,4,0,0,178174.99,0
5622,35435339,Walker,376,Italy,Male,41,10,33830.94,5,0,1,207760.15,1
5623,53563219,Clark,394,UK,Male,74,2,105212.86,1,0,1,242381.0,1
5624,66313452,Edwards,568,UK,Male,60,7,220874.01,1,0,1,160171.31,0
5625,38963091,Harris,660,Italy,Male,60,3,101065.86,1,1,0,208161.94,1
5626,24912584,Morgan,829,Canada,Male,63,8,170070.31,3,0,0,181994.91,0
5627,94558066,Cooper,461,USA,Female,33,4,288380.86,5,1,1,197133.68,1
5628,59388645,Jones,764,Italy,Male,19,0,23976.18,3,1,0,155476.07,0
5629,84954636,Price,863,USA,Male,19,8,57086.76,4,1,0,83400.54,1
5630,85156920,Davis,847,Brazil,Male,22,7,144182.82,4,1,1,35586.38,0
5631,24136405,Rodriguez,486,Italy,Female,63,4,221530.04,1,0,1,184179.43,0
5632,33767091,Anderson,351,UK,Female,38,2,99033.4,1,1,0,209935.98,1
5633,75534828,Jimenez,787,Brazil,Female,77,12,35238.44,5,1,0,196222.1,1
5634,36668885,Miller,830,Canada,Male,27,13,94732.75,4,0,0,24310.97,0
5635,69233322,Myers,695,USA,Female,59,8,193329.77,5,1,1,27921.56,0
5636,47562578,Bailey,391,Canada,Male,35,15,237764.34,4,1,0,39235.83,0
5637,41281095,Anderson,656,UK,Male,43,15,293103.87,2,1,0,208743.73,0
5638,12361331,Torres,443,Australia,Female,37,11,228403.71,5,0,0,158497.61,0
5639,95044423,Chavez,498,Australia,Male,58,12,147677.6,2,1,1,153580.56,0
5640,71394671,Hill,622,USA,Female,53,6,87785.12,3,1,1,65133.04,0
5641,14348530,Garcia,631,Brazil,Female,66,11,278254.92,4,0,1,32990.68,0
5642,51837593,Chavez,563,UK,Female,38,10,160263.1,2,0,1,202087.69,0
5643,82265622,Cruz,516,USA,Male,19,7,206638.08,3,0,0,209675.01,0
5644,53484059,Alvarez,855,Brazil,Male,63,15,141732.11,5,1,0,74067.73,0
5645,95543663,Watson,733,USA,Male,71,2,72632.12,2,1,1,209099.44,1
5646,60394662,Jackson,759,USA,Male,50,5,164081.53,2,0,1,88543.64,0
5647,38875186,Morales,802,Canada,Female,40,11,251971.26,3,1,0,205813.87,0
5648,33254222,Walker,768,Italy,Male,56,14,114996.28,2,0,0,31138.72,0
5649,66242142,Howard,665,UK,Female,48,3,200617.95,3,1,0,96011.44,0
5650,28012598,Ward,538,Canada,Male,21,12,12706.85,4,1,1,196047.27,0
5651,74384973,Martinez,880,Brazil,Female,58,2,280961.27,4,1,1,82861.86,1
5652,82337162,Gray,860,Italy,Female,20,3,290979.46,4,0,1,24469.6,0
5653,64864537,Gutierrez,695,USA,Male,54,1,115888.38,2,1,0,50330.33,0
5654,71912105,Morris,694,Australia,Female,70,4,149515.17,2,1,0,240996.31,0
5655,42502170,Williams,374,Canada,Male,73,7,48174.81,1,1,1,156056.69,0
5656,54362533,Moore,397,UK,Male,27,4,58859.01,1,1,1,56585.24,0
5657,17775679,Harris,682,UK,Female,59,1,180620.59,3,1,1,167208.09,0
5658,19929645,Martin,669,Italy,Male,49,6,188101.34,2,1,0,161478.41,0
5659,30809587,Edwards,584,Canada,Female,53,7,102482.08,3,0,1,110833.06,1
5660,95417897,Castillo,555,USA,Male,66,10,112208.46,5,1,1,171693.09,0
5661,45569506,Bennett,608,Italy,Female,44,11,151868.56,2,0,1,41275.05,1
5662,68077511,Roberts,475,Brazil,Female,70,3,281937.72,5,0,0,90532.34,1
5663,98606138,Ward,527,UK,Male,66,2,44896.99,2,1,0,23832.01,0
5664,55905971,Martinez,646,Brazil,Male,36,14,165458.34,4,0,1,229898.87,0
5665,59270645,Lee,641,Canada,Female,55,7,17455.84,3,0,1,224851.72,1
5666,90037806,Lewis,538,Australia,Male,18,9,137504.73,1,1,1,62929.24,0
5667,62134150,Myers,649,Brazil,Female,43,1,119163.66,4,0,1,181299.01,0
5668,78571402,Martinez,754,USA,Male,63,15,49259.7,1,1,1,206069.42,0
5669,16379878,Gonzalez,740,UK,Female,79,6,49198.66,2,1,1,110693.08,0
5670,20463128,Campbell,887,Canada,Male,30,9,135028.92,5,0,1,206981.59,1
5671,65541643,Thompson,814,Australia,Female,52,7,37978.47,5,0,1,130712.84,1
5672,71152921,Roberts,380,UK,Male,72,4,88433.51,4,0,0,202343.2,0
5673,97820133,Gray,660,Australia,Male,19,15,21365.51,1,1,1,192977.39,0
5674,73872938,Patel,587,UK,Female,39,6,89188.12,3,0,0,147048.36,0
5675,27509938,Brown,307,Italy,Female,56,11,160107.74,3,1,1,134229.13,0
5676,31857908,Gutierrez,386,Italy,Female,45,8,223161.3,3,1,1,83803.08,0
5677,99911341,James,585,Italy,Female,61,12,249122.06,1,1,0,111685.22,1
5678,68576692,Evans,698,Canada,Female,19,7,101352.75,5,1,1,107059.42,0
5679,24058071,Johnson,373,Italy,Female,28,4,281639.07,5,0,1,39266.16,1
5680,86698319,Ortiz,738,Canada,Male,65,3,72187.44,4,0,1,138158.26,0
5681,37616524,Cook,422,USA,Male,76,2,24172.91,1,1,0,151373.93,0
5682,80984280,Ward,676,Italy,Female,54,14,277502.9,2,1,0,242717.26,1
5683,98924540,Cruz,442,Canada,Male,43,14,161943.17,2,1,1,81477.56,0
5684,72738549,Long,457,UK,Female,45,5,105413.79,3,0,0,108872.78,0
5685,90969656,Cooper,729,Canada,Male,43,3,269433.26,5,0,0,144690.82,0
5686,93377781,Miller,747,Brazil,Female,34,10,232723.73,5,0,0,215463.25,0
5687,23398275,Jackson,709,Canada,Female,20,3,249733.11,1,0,0,75621.62,1
5688,99924682,Baker,670,Brazil,Male,31,12,87703.03,1,0,1,70062.51,0
5689,36859824,Morales,408,UK,Female,33,6,262045.57,4,1,1,139992.47,0
5690,95276678,Cook,335,Canada,Male,66,13,194931.74,1,0,1,45212.77,0
5691,81655789,Hill,389,UK,Male,77,14,221404.76,4,0,1,178660.4,1
5692,35897482,Chavez,714,Brazil,Male,68,9,93726.65,3,0,1,217049.68,0
5693,92556904,Sanchez,595,Australia,Male,53,12,73504.65,3,0,1,21933.64,0
5694,13775702,Baker,345,Italy,Male,45,15,122454.46,5,0,1,60818.36,0
5695,47644716,Lopez,787,Brazil,Male,45,4,172563.82,5,0,0,151092.87,1
5696,33547377,Perez,469,USA,Male,70,0,199796.07,5,1,0,209530.89,0
5697,84007274,Kim,445,Canada,Male,69,12,149389.37,2,1,1,130167.64,0
5698,12455918,Alvarez,719,UK,Male,69,4,209659.27,4,0,1,199322.89,0
5699,18053048,Wilson,872,Italy,Male,42,12,212499.47,3,1,1,114228.98,0
5700,22194329,Bennett,302,Canada,Female,74,15,199822.36,4,1,1,106070.65,0
5701,24042008,Robinson,893,Italy,Male,26,5,75326.54,2,0,0,57688.42,0
5702,71086560,Baker,562,Australia,Male,28,0,133898.55,2,0,1,50624.58,0
5703,35476259,Wood,620,Canada,Female,54,2,229724.46,3,0,0,190139.23,0
5704,52101517,Price,875,UK,Female,60,5,266088.43,3,1,1,54799.51,0
5705,34365389,Nguyen,545,Australia,Female,62,13,150351.34,5,0,1,110818.89,1
5706,17955229,Collins,888,Canada,Female,38,14,296037.22,2,1,0,143075.37,0
5707,64062018,Adams,776,Italy,Male,19,14,52413.8,5,0,0,77133.0,0
5708,71158095,Phillips,558,Australia,Male,71,6,67313.73,3,1,0,210614.17,1
5709,97574253,Morales,392,UK,Male,51,6,138225.39,2,0,0,110120.31,0
5710,57152541,Stewart,832,Canada,Female,59,6,152622.17,2,1,0,103532.13,0
5711,25239667,King,873,Italy,Female,30,8,127343.13,1,0,0,56871.63,0
5712,72648941,Hill,638,Italy,Male,22,1,129119.1,2,0,1,66652.5,0
5713,45534839,Green,559,Brazil,Female,28,2,146175.19,5,0,0,83450.72,0
5714,83252056,Torres,536,Australia,Male,46,6,96049.91,1,0,0,97092.33,0
5715,46832178,Cook,440,Canada,Female,64,15,39282.93,2,0,1,179804.99,0
5716,10801125,Ward,779,Brazil,Female,45,5,286832.6,1,0,1,249131.76,0
5717,62718185,Young,878,Italy,Male,45,13,238496.08,2,1,1,134041.19,0
5718,96884858,Davis,649,Australia,Male,22,0,244470.94,4,1,0,180758.01,0
5719,24775854,Long,869,USA,Male,37,9,109487.67,5,1,0,72271.46,0
5720,29470911,Moore,429,Italy,Female,54,6,121165.29,5,0,1,237567.67,0
5721,95654773,Hall,836,Australia,Female,56,15,280752.98,1,1,0,205441.8,0
5722,86807487,Castillo,310,USA,Male,27,1,291874.02,4,0,1,175992.91,1
5723,15254230,Myers,556,Australia,Male,49,3,282786.26,1,1,0,88647.32,1
5724,47411032,Allen,668,Italy,Male,46,6,192780.05,1,0,1,34176.72,1
5725,22901865,Jones,693,USA,Female,19,3,72814.78,3,1,0,242532.77,0
5726,60433542,Brooks,892,Australia,Female,18,5,181492.01,1,1,0,185422.82,1
5727,54476240,Kelly,718,Canada,Male,37,13,176725.98,2,1,0,47094.56,0
5728,83297617,Scott,318,USA,Male,72,12,272470.55,3,0,1,144682.96,0
5729,53547632,Long,409,Australia,Male,18,10,93500.58,3,0,0,158587.09,0
5730,47221001,Thompson,736,Canada,Female,21,8,60203.98,1,0,1,119211.16,0
5731,63560760,Flores,804,USA,Female,32,4,79742.1,3,1,0,125864.27,0
5732,44603398,Jones,333,Australia,Male,64,2,72943.51,5,0,1,143307.51,0
5733,92620796,King,587,Italy,Female,47,5,194515.33,3,0,0,203353.92,0
5734,84984753,White,554,USA,Male,23,3,243729.9,3,0,0,205747.21,0
5735,79198496,Taylor,433,USA,Male,55,8,110433.97,2,1,1,240740.58,1
5736,17834112,Patel,798,Canada,Male,18,1,52923.88,5,0,1,55396.53,0
5737,37006699,Peterson,696,Brazil,Female,24,9,102927.48,3,0,1,40908.18,0
5738,81908276,Watson,786,Brazil,Male,79,4,163967.51,2,1,1,158476.86,0
5739,93199163,Alvarez,897,Australia,Male,22,12,199345.81,5,1,0,180401.4,0
5740,37534241,Perez,886,Italy,Female,71,8,164939.6,3,1,0,94886.77,0
5741,39361667,Anderson,512,Canada,Male,66,9,77019.09,1,1,0,246439.44,0
5742,77068816,Anderson,649,USA,Male,24,6,275405.63,3,0,1,212680.72,1
5743,55949429,Harris,318,Brazil,Male,53,14,131343.78,5,0,1,130886.0,0
5744,56016582,Evans,418,Canada,Male,20,4,137690.99,3,0,1,185187.01,0
5745,16355421,Lee,601,Canada,Female,29,7,290215.57,5,1,1,121468.8,0
5746,95449905,Rogers,584,Canada,Female,76,1,260510.24,1,1,0,61911.25,0
5747,30805820,Price,526,USA,Male,78,3,241880.75,3,0,0,52451.58,0
5748,72198050,Young,806,UK,Female,32,12,54807.3,5,0,1,83145.16,0
5749,17433980,Lee,800,Canada,Female,37,5,251426.19,2,0,1,225496.51,0
5750,28301847,Ortiz,511,UK,Female,58,6,136592.59,3,1,0,103297.31,1
5751,71065507,Baker,655,Brazil,Female,38,10,62818.13,1,1,0,228076.07,0
5752,48778801,Chavez,786,Italy,Female,49,7,297264.59,2,0,1,202555.16,0
5753,82070778,Rogers,620,Brazil,Female,29,12,51616.28,3,1,1,157625.22,0
5754,24390554,Hughes,522,Italy,Female,54,3,276581.29,5,0,1,225894.33,0
5755,17595853,Ross,862,Italy,Female,57,8,158.56,4,1,0,59523.85,1
5756,78015259,Wilson,490,Brazil,Male,64,6,131375.42,2,1,1,32912.19,0
5757,74750075,Anderson,799,Australia,Male,24,1,8968.8,5,0,0,191338.13,0
5758,26188828,Martin,794,USA,Male,68,14,273735.64,2,1,0,227772.81,1
5759,89325711,King,536,UK,Male,62,15,37766.71,3,0,1,105027.17,0
5760,18288515,Scott,321,Australia,Male,48,13,201929.54,1,1,1,16093.93,0
5761,98691108,Chavez,626,UK,Male,18,8,189366.11,1,1,1,195087.81,0
5762,87805072,Rodriguez,844,USA,Male,77,6,233720.52,2,1,1,100760.76,0
5763,18884527,Peterson,426,Canada,Male,28,4,224063.29,4,0,0,152621.04,0
5764,38447661,Robinson,664,Brazil,Female,62,2,9734.66,3,1,1,64208.28,0
5765,32048729,Kim,343,Australia,Male,51,8,116520.19,5,0,0,175110.12,0
5766,15005231,Price,818,USA,Male,36,6,96756.92,3,1,0,139995.7,1
5767,20698216,Morales,427,Brazil,Female,28,2,291865.58,4,0,0,21607.34,0
5768,78456067,Wright,429,Australia,Female,50,4,232467.96,5,0,0,16437.67,0
5769,66998429,Gonzalez,828,Italy,Male,50,14,212387.93,4,0,0,117867.32,0
5770,85964061,Ward,620,Australia,Male,25,2,132648.12,3,0,0,53524.86,0
5771,20781973,Rivera,485,Canada,Male,62,2,267290.5,3,0,1,227824.42,0
5772,44741450,Parker,647,Canada,Female,25,11,5045.9,2,0,1,39524.29,1
5773,53635777,Rodriguez,780,UK,Male,51,6,68531.61,4,0,1,183303.67,0
5774,31874795,Gray,886,Australia,Female,57,8,208503.84,1,1,0,97238.46,0
5775,50966411,Scott,660,Italy,Male,44,4,152516.36,4,0,1,234718.32,0
5776,79376221,Williams,586,Canada,Female,46,11,160142.18,4,0,0,46238.75,1
5777,78908835,Ross,481,UK,Female,31,10,124903.48,5,0,0,197765.22,0
5778,19532945,Jackson,750,Italy,Female,51,3,49937.48,5,1,1,240417.98,1
5779,43059070,Ramirez,396,Italy,Male,62,3,49866.44,2,0,1,239889.12,1
5780,24517702,Thompson,862,Italy,Male,76,2,88344.37,1,0,1,75207.83,0
5781,55525374,Miller,613,USA,Female,54,12,140492.89,3,1,1,84669.79,0
5782,10573881,Ramos,845,Canada,Female,18,14,247237.75,1,0,1,50129.01,0
5783,91602393,Wilson,320,USA,Female,26,7,134049.61,1,0,0,102569.79,0
5784,19407062,Rivera,875,USA,Male,69,9,269338.6,1,1,0,175292.3,0
5785,66628313,Anderson,796,Canada,Female,27,11,36155.01,2,0,0,17527.77,0
5786,99779948,Gutierrez,702,Australia,Male,47,0,81531.89,2,0,0,167822.26,0
5787,92188677,Anderson,423,Brazil,Male,60,2,21157.13,1,0,1,19189.29,0
5788,24242373,Gomez,418,UK,Female,35,1,153007.67,3,0,1,171839.75,0
5789,51163819,Mendoza,889,Brazil,Female,34,15,27009.69,3,1,0,212500.79,1
5790,48807239,Davis,776,Brazil,Male,23,11,238705.24,3,0,0,99637.78,0
5791,97764631,Morgan,402,Brazil,Male,28,15,11929.11,2,1,1,110556.71,0
5792,13301394,Morris,632,Brazil,Male,41,10,142618.03,5,0,1,185998.2,0
5793,79936228,Gomez,758,Canada,Female,53,10,126184.35,3,1,0,205179.11,0
5794,80463377,Morales,429,Brazil,Male,50,11,60669.86,5,0,1,249916.98,0
5795,87933150,Ortiz,433,UK,Male,50,6,176056.13,1,1,1,142043.18,0
5796,55069853,Cox,456,Australia,Female,71,5,115829.5,3,1,1,215827.15,0
5797,78722424,Thomas,724,Canada,Male,35,13,59390.04,1,0,0,28187.21,1
5798,96179753,Wood,734,Brazil,Female,22,0,247968.84,1,0,1,40165.04,0
5799,63807136,White,688,Italy,Female,48,2,198208.65,4,1,1,219547.78,1
5800,30080139,Garcia,617,Canada,Female,33,10,3645.86,1,0,1,103931.68,0
5801,65975541,Cruz,804,Australia,Female,19,3,150559.4,1,0,1,68123.31,1
5802,69147144,Walker,489,Brazil,Female,26,9,81392.01,2,0,0,110230.12,0
5803,65436107,Garcia,710,USA,Female,19,10,274533.68,1,0,0,138520.26,1
5804,18103670,Foster,351,Canada,Female,54,6,217674.26,3,1,1,91165.69,0
5805,44104860,Ward,860,Italy,Female,37,2,183484.41,2,0,1,61448.71,0
5806,28866922,Lewis,745,Canada,Female,76,3,26716.22,4,0,0,23696.24,0
5807,40836413,Gutierrez,743,USA,Male,34,13,279193.77,4,1,0,195383.27,1
5808,43467508,Howard,681,Canada,Female,75,10,43260.37,1,0,1,227434.32,0
5809,20117390,Williams,673,Italy,Male,42,6,135223.99,5,1,1,19044.23,0
5810,81414529,Ramirez,865,Australia,Male,36,3,204312.47,4,0,1,97124.16,1
5811,91417907,Kelly,674,Italy,Female,59,8,148430.7,4,0,0,224776.32,0
5812,35562996,Long,688,Australia,Female,25,11,264741.01,4,1,0,19858.03,0
5813,19003281,Mitchell,778,Italy,Female,69,14,250602.38,3,1,0,186897.69,0
5814,34529154,Richardson,703,UK,Male,28,5,40610.35,5,1,0,72174.75,1
5815,17660678,Martinez,892,Canada,Female,30,1,185290.88,1,1,0,196662.87,0
5816,45284715,Allen,767,Canada,Male,30,10,15660.95,1,0,0,174626.84,1
5817,19142693,Jimenez,896,USA,Male,26,0,216173.25,2,0,1,236184.31,0
5818,31807008,Gutierrez,804,UK,Male,22,7,220806.28,3,0,0,87056.33,1
5819,83498554,Morgan,382,USA,Female,35,10,103347.34,5,0,1,50615.96,1
5820,50320606,Lopez,618,Canada,Female,57,2,235978.15,2,1,0,131333.81,0
5821,44306425,Cruz,366,USA,Male,78,6,195810.74,5,0,1,246434.67,0
5822,25678986,Baker,713,Australia,Male,69,15,151215.22,4,0,0,24498.77,0
5823,69445827,Gonzalez,752,UK,Male,31,13,136581.77,5,0,1,56918.32,0
5824,61159930,White,497,Italy,Male,51,3,32742.15,2,0,1,216460.2,0
5825,72155971,Baker,558,Australia,Female,39,2,159331.19,3,1,1,176280.43,1
5826,50170352,Cruz,597,Brazil,Female,65,13,46829.99,3,1,0,114853.44,1
5827,25234145,Myers,579,Italy,Male,50,8,196809.14,4,1,0,131009.61,0
5828,89600220,Thomas,599,USA,Male,41,14,178414.19,1,1,0,75113.8,0
5829,34090583,Myers,428,Canada,Male,74,5,87159.27,2,0,0,241175.52,0
5830,67691307,Jimenez,797,Australia,Female,72,5,74099.72,1,1,1,95612.1,0
5831,37740293,Lee,737,UK,Female,46,5,142818.75,4,0,0,104268.9,0
5832,23552664,Ramos,591,Italy,Male,30,14,153746.37,5,1,0,125231.0,0
5833,43872374,Gomez,506,Brazil,Female,74,12,239377.59,5,0,1,65207.39,0
5834,30671672,Lee,593,Australia,Female,67,13,91187.4,4,0,0,61174.46,0
5835,72565460,Reyes,328,Canada,Male,44,2,121026.79,3,0,0,156150.5,1
5836,43891894,Gomez,478,UK,Female,18,5,102988.6,2,1,1,197054.38,0
5837,97814287,Lee,340,UK,Female,24,3,118235.04,4,0,0,191759.9,0
5838,52364813,Garcia,769,Italy,Female,21,1,170129.05,4,0,1,147918.8,1
5839,45985062,Reed,491,Australia,Female,27,2,167241.34,2,0,1,165146.42,0
5840,58702875,Cook,643,Australia,Female,57,13,108402.7,3,0,1,147467.6,0
5841,48117599,Ramos,577,UK,Female,52,13,180730.59,3,1,1,220607.96,0
5842,17463131,Edwards,654,USA,Male,72,3,184813.4,2,1,0,106048.05,0
5843,71550770,Cox,828,UK,Male,56,15,158069.35,1,0,0,43974.2,0
5844,12795126,Garcia,385,Canada,Male,76,10,135708.51,5,1,0,117341.46,0
5845,51169328,Cook,616,Australia,Female,75,12,23380.98,2,1,1,219636.04,0
5846,49117064,Bennett,636,Italy,Female,74,12,162380.41,3,0,1,226683.77,0
5847,40535317,King,444,Australia,Female,33,0,213810.0,1,0,1,153529.62,0
5848,63059012,Parker,614,UK,Male,44,12,64598.14,4,1,1,29626.04,0
5849,55566678,Howard,524,Canada,Male,37,14,233350.55,4,1,0,184753.55,0
5850,37883716,Williams,722,USA,Female,79,6,175929.09,4,1,1,168466.35,0
5851,68807849,Adams,353,Australia,Female,27,15,71256.29,5,1,0,121146.85,1
5852,19079860,Morris,367,UK,Female,62,11,48885.38,3,1,0,53305.21,0
5853,44456905,Garcia,633,Brazil,Female,79,4,73620.44,1,1,1,157519.6,0
5854,60457850,Garcia,376,UK,Female,50,11,227725.83,3,0,0,128340.74,0
5855,54117798,Morales,838,UK,Male,24,10,75153.56,5,1,0,29199.91,0
5856,85616014,Martin,454,Canada,Male,59,8,204967.12,5,0,0,108484.51,0
5857,11417158,Lee,371,UK,Female,61,13,163744.96,2,0,1,235593.52,1
5858,28613148,Johnson,800,UK,Male,63,5,164053.67,3,1,0,111697.33,0
5859,63004410,Hughes,746,UK,Female,39,13,255779.8,4,1,1,115912.25,0
5860,40566254,Patel,858,Australia,Male,60,7,262418.14,2,0,0,145997.36,0
5861,87141378,Hughes,658,UK,Female,34,8,161072.69,3,1,0,84824.59,0
5862,73539547,Parker,576,Canada,Female,26,5,19587.17,2,1,0,32280.97,1
5863,60281422,Myers,612,Brazil,Female,75,12,48355.39,2,0,0,156297.29,0
5864,28292770,Martinez,404,Australia,Female,57,6,284600.24,1,1,1,131341.85,0
5865,95470725,Gray,394,Brazil,Male,27,5,40406.31,2,0,1,175561.86,0
5866,53390347,Cooper,518,UK,Female,53,5,250605.53,5,0,0,126956.92,1
